cge:100754555	CDS	1	olfactory receptor 4L1
cge:100754268	CDS	1	olfactory receptor 4L1
cge:100769725	CDS	1	olfactory receptor 4K2
cge:100769441	CDS	1	LOW QUALITY PROTEIN: olfactory receptor 4Q3
cge:100756859	CDS	1	olfactory receptor 11H6
cge:100758302	CDS	1	Rnase9; inactive ribonuclease-like protein 9
cge:100756661	CDS	1	olfactory receptor 7E24
cge:100756074	CDS	1	olfactory receptor 18-like
cge:113832181	CDS	1	olfactory receptor 7E24-like
cge:100762857	CDS	1	olfactory receptor 18
cge:100765303	CDS	1	olfactory receptor 18
cge:100765015	CDS	1	olfactory receptor 7E24 isoform X2
cge:100752216	CDS	1	Cdkn3; cyclin-dependent kinase inhibitor 3 isoform X1
cge:103160710	CDS	1	Cnih1; protein cornichon homolog 1 isoform X2
cge:100754009	CDS	1	Gmfb; LOW QUALITY PROTEIN: glia maturation factor beta
cge:100751644	CDS	1	Cgrrf1; cell growth regulator with RING finger domain protein 1
cge:100750960	CDS	1	Samd4a; protein Smaug homolog 1 isoform X1
cge:100750667	CDS	1	Gch1; GTP cyclohydrolase 1
cge:100753715	CDS	1	Wdhd1; WD repeat and HMG-box DNA-binding protein 1 isoform X2
cge:100750379	CDS	1	Socs4; suppressor of cytokine signaling 4
cge:100774859	CDS	1	Mapk1ip1l; MAPK-interacting and spindle-stabilizing protein-like isoform X1
cge:100755750	CDS	1	Dlgap5; disks large-associated protein 5
cge:100756046	CDS	1	Lgals3; galectin-3
cge:100755456	CDS	1	Fbxo34; F-box only protein 34 isoform X2
cge:100753411	CDS	1	Atg14; beclin 1-associated autophagy-related key regulator isoform X2
cge:100752812	CDS	1	Ktn1; kinectin isoform X1
cge:100768260	CDS	1	Peli2; E3 ubiquitin-protein ligase pellino homolog 2 isoform X2
cge:100767682	CDS	1	Tmem260; transmembrane protein 260 isoform X5
cge:100769231	CDS	1	Exoc5; exocyst complex component 5 isoform X2
cge:100754336	CDS	1	Ap5m1; AP-5 complex subunit mu-1 isoform X3
cge:100754621	CDS	1	Naa30; N-alpha-acetyltransferase 30 isoform X2
cge:100753061	CDS	1	Ttc5; tetratricopeptide repeat protein 5 isoform X1
cge:100753655	CDS	1	Parp2; poly [ADP-ribose] polymerase 2 isoform X1
cge:100753953	CDS	1	Tep1; telomerase protein component 1 isoform X1
